234	chr20	60720	chr10	97731006	11	-1	11
5	chr20	60460	chr19	7575922	01	-1	4
37	chr20	60390	chr2	102279629	10	-1	9
202	chr20	60060	chr20	60472	10	-1	60
245	chr20	60111	chr20	60355	01	1	60
45	chr20	60138	chr20	60411	01	1	60
196	chr20	60152	chr20	60395	01	1	60
197	chr20	60155	chr20	60387	01	1	60
1	chr20	60175	chr20	60411	01	1	60
51	chr20	60180	chr20	60329	10	-1	60
52	chr20	60180	chr20	60335	10	-1	60
53	chr20	60180	chr20	60341	10	-1	60
54	chr20	60180	chr20	60343	10	-1	60
56	chr20	60180	chr20	60345	10	-1	60
57	chr20	60180	chr20	60355	10	-1	60
61	chr20	60180	chr20	60367	10	-1	60
62	chr20	60180	chr20	60371	10	-1	60
66	chr20	60180	chr20	60387	10	-1	60
68	chr20	60180	chr20	60395	10	-1	60
76	chr20	60180	chr20	60416	10	-1	60
89	chr20	60180	chr20	60453	10	-1	60
55	chr20	60183	chr20	60344	10	-1	60
59	chr20	60183	chr20	60365	10	-1	60
50	chr20	60185	chr20	60319	10	-1	60
63	chr20	60186	chr20	60373	10	-1	60
82	chr20	60186	chr20	60440	10	-1	60
60	chr20	60193	chr20	60366	10	-1	60
67	chr20	60194	chr20	60393	10	-1	60
49	chr20	60195	chr20	60309	10	-1	60
198	chr20	60201	chr20	60363	01	1	60
70	chr20	60201	chr20	60401	10	-1	60
72	chr20	60202	chr20	60407	10	-1	60
65	chr20	60204	chr20	60381	10	-1	60
74	chr20	60206	chr20	60415	10	-1	60
115	chr20	60209	chr20	60480	10	-1	60
247	chr20	60211	chr20	60427	01	1	60
64	chr20	60217	chr20	60375	10	-1	60
83	chr20	60220	chr20	60443	10	-1	60
79	chr20	60229	chr20	60424	10	-1	60
108	chr20	60231	chr20	60480	10	-1	60
58	chr20	60233	chr20	60358	10	-1	60
85	chr20	60237	chr20	60449	10	-1	60
99	chr20	60239	chr20	60466	10	-1	60
86	chr20	60241	chr20	60450	10	-1	60
107	chr20	60242	chr20	60480	10	-1	60
46	chr20	60245	chr20	60180	01	1	55
73	chr20	60248	chr20	60413	10	-1	60
87	chr20	60248	chr20	60451	10	-1	60
95	chr20	60248	chr20	60462	10	-1	60
123	chr20	60249	chr20	60480	10	-1	60
75	chr20	60250	chr20	60415	10	-1	60
97	chr20	60255	chr20	60464	10	-1	60
71	chr20	60260	chr20	60403	10	-1	60
181	chr20	60263	chr20	179934	10	-1	2
69	chr20	60264	chr20	60399	10	-1	60
111	chr20	60264	chr20	60480	10	-1	60
77	chr20	60265	chr20	60418	10	-1	60
96	chr20	60265	chr20	60463	10	-1	60
47	chr20	60268	chr20	60180	01	1	32
80	chr20	60269	chr20	60435	10	-1	60
90	chr20	60269	chr20	60458	10	-1	60
48	chr20	60270	chr20	60180	01	1	60
78	chr20	60270	chr20	60423	10	-1	60
35	chr20	60275	chr20	179942	10	-1	25
88	chr20	60276	chr20	60451	10	-1	60
100	chr20	60280	chr20	60469	10	-1	60
120	chr20	60286	chr20	60480	10	-1	60
110	chr20	60292	chr20	60480	10	-1	60
101	chr20	60295	chr20	60471	10	-1	60
93	chr20	60298	chr20	60459	10	-1	60
94	chr20	60298	chr20	60460	10	-1	60
91	chr20	60301	chr20	60458	10	-1	60
98	chr20	60301	chr20	60464	10	-1	60
104	chr20	60303	chr20	60472	10	-1	60
102	chr20	60305	chr20	60471	10	-1	60
185	chr20	60313	chr20	179942	10	-1	8
116	chr20	60314	chr20	60480	10	-1	60
122	chr20	60314	chr20	60480	10	-1	60
84	chr20	60315	chr20	60448	10	-1	60
92	chr20	60317	chr20	60458	10	-1	60
112	chr20	60317	chr20	60480	10	-1	60
29	chr20	60319	chr20	179935	10	-1	1
117	chr20	60322	chr20	60480	10	-1	60
109	chr20	60324	chr20	60479	10	-1	60
242	chr20	60325	chr20	179942	10	-1	29
31	chr20	60339	chr20	179944	10	-1	22
106	chr20	60343	chr20	60479	10	-1	60
113	chr20	60345	chr20	60480	10	-1	60
188	chr20	60347	chr20	179942	10	-1	24
105	chr20	60348	chr20	60476	10	-1	60
119	chr20	60349	chr20	60480	10	-1	60
124	chr20	60350	chr20	60480	10	-1	60
184	chr20	60350	chr20	179943	10	-1	23
30	chr20	60352	chr20	179937	10	-1	8
231	chr20	60354	chr20	179941	10	-1	19
194	chr20	60354	chr20	179942	10	-1	15
34	chr20	60355	chr20	179942	10	-1	18
121	chr20	60357	chr20	60480	10	-1	60
41	chr20	60361	chr20	179942	10	-1	30
246	chr20	60368	chr20	179942	10	-1	13
229	chr20	60369	chr20	179942	10	-1	23
36	chr20	60373	chr20	179942	10	-1	33
38	chr20	60374	chr20	179942	10	-1	25
227	chr20	60374	chr20	179942	10	-1	7
126	chr20	60376	chr20	60778	10	-1	60
118	chr20	60381	chr20	60480	10	-1	60
129	chr20	60381	chr20	60811	10	-1	60
228	chr20	60383	chr20	179942	10	-1	3
236	chr20	60385	chr20	179940	10	-1	3
127	chr20	60388	chr20	60784	10	-1	60
239	chr20	60389	chr20	179942	10	-1	25
131	chr20	60390	chr20	60824	10	-1	60
187	chr20	60390	chr20	179942	10	-1	4
114	chr20	60392	chr20	60480	10	-1	60
40	chr20	60392	chr20	179942	10	-1	25
186	chr20	60392	chr20	179942	10	-1	14
189	chr20	60393	chr20	179942	10	-1	25
130	chr20	60395	chr20	60814	10	-1	60
238	chr20	60395	chr20	179942	10	-1	16
32	chr20	60397	chr20	179942	10	-1	11
195	chr20	60399	chr20	179942	10	-1	15
224	chr20	60407	chr20	179937	10	-1	8
237	chr20	60407	chr20	179942	10	-1	13
183	chr20	60408	chr20	179941	10	-1	22
2	chr20	60410	chr20	179880	01	-1	25
241	chr20	60412	chr20	179942	10	-1	23
244	chr20	60414	chr20	179942	10	-1	5
233	chr20	60418	chr20	179942	10	-1	15
226	chr20	60420	chr20	179941	10	-1	15
190	chr20	60421	chr20	179942	10	-1	24
230	chr20	60424	chr20	179942	10	-1	25
81	chr20	60437	chr20	60346	01	1	60
200	chr20	60443	chr20	179880	01	-1	16
4	chr20	60450	chr20	179880	01	-1	2
201	chr20	60452	chr20	179880	01	-1	4
248	chr20	60456	chr20	179880	01	-1	7
6	chr20	60460	chr20	179884	01	-1	2
103	chr20	60471	chr20	60376	01	1	60
157	chr20	60471	chr20	179880	01	-1	33
7	chr20	60474	chr20	179884	01	-1	12
159	chr20	60475	chr20	179880	01	-1	25
8	chr20	60478	chr20	179880	01	-1	24
204	chr20	60478	chr20	179880	01	-1	25
125	chr20	60480	chr20	60720	01	1	60
10	chr20	60480	chr20	179880	01	-1	24
12	chr20	60480	chr20	179880	01	-1	29
162	chr20	60480	chr20	179880	01	-1	25
163	chr20	60480	chr20	179880	01	-1	25
165	chr20	60480	chr20	179880	01	-1	16
167	chr20	60480	chr20	179880	01	-1	12
169	chr20	60480	chr20	179880	01	-1	15
207	chr20	60480	chr20	179880	01	-1	18
208	chr20	60480	chr20	179880	01	-1	18
210	chr20	60480	chr20	179880	01	-1	15
211	chr20	60480	chr20	179880	01	-1	33
249	chr20	60480	chr20	179880	01	-1	7
11	chr20	60480	chr20	179882	01	-1	26
13	chr20	60480	chr20	179882	01	-1	17
206	chr20	60480	chr20	179883	01	-1	20
9	chr20	60480	chr20	179884	01	-1	18
161	chr20	60482	chr20	179880	01	-1	25
139	chr20	60719	chr20	60866	10	-1	60
128	chr20	60720	chr20	60796	10	-1	60
132	chr20	60720	chr20	60825	10	-1	60
134	chr20	60720	chr20	60846	10	-1	60
135	chr20	60720	chr20	60846	10	-1	60
136	chr20	60720	chr20	60854	10	-1	60
137	chr20	60720	chr20	60858	10	-1	58
145	chr20	60720	chr20	60877	10	-1	60
147	chr20	60720	chr20	60897	10	-1	60
